GalaxyID,label
100008,4
100023,4
100053,4
100090,4
100128,0
100134,1
100187,4
100204,4
100263,3
100288,4
100295,0
100367,4
100383,1
100428,4
100434,4
100444,4
100445,1
100458,3
100474,4
100479,0
100506,4
100513,3
100520,1
100541,4
100561,3
100571,0
100601,4
100724,4
100727,4
100765,4
100801,1
100813,1
100821,1
100836,4
100859,1
100887,4
100938,4
100986,4
101007,1
101061,0
101074,1
101092,4
101127,4
101135,4
101140,1
101151,4
101164,4
101166,4
101181,4
101232,1
101244,1
101246,4
101247,4
101251,0
101283,4
101286,4
101291,4
101296,4
101307,1
101324,4
101325,3
101355,4
101371,3
101374,4
101427,4
101469,4
101493,4
101501,1
101502,0
101518,0
101548,4
101549,4
101564,4
101572,4
101589,3
101591,3
101595,4
101597,3
101623,4
101651,4
101654,0
101660,1
101685,4
101695,0
101718,1
101754,4
101756,1
101762,4
101774,4
101787,1
101804,1
101848,4
101875,0
101941,1
101943,4
101955,1
101980,1
101995,4
101997,4
102000,0
102015,4
102021,4
102027,4
102113,4
102115,4
102174,4
102176,1
102182,0
102347,3
102371,4
102391,1
102402,1
102422,1
102471,4
102474,1
102481,4
102513,4
102556,4
102595,3
102642,4
102657,4
102731,4
102735,1
102742,4
102743,4
102765,1
102770,4
102808,4
102822,3
102834,0
102839,4
102843,4
102874,1
102919,1
102928,0
102933,4
102964,1
102982,4
102990,1
102998,3
103019,4
103037,1
103040,4
103072,4
103075,1
103167,4
103191,4
103233,4
103246,4
103255,4
103323,4
103353,4
103373,4
103386,0
103393,4
103444,4
103445,4
103500,4
103503,4
103523,3
103533,1
103547,4
103577,4
103626,4
103645,4
103646,4
103707,0
103731,4
103750,1
103751,4
103754,3
103787,4
103819,4
103900,4
103904,4
103907,4
103950,1
103955,4
104001,1
104008,4
104040,1
104041,1
104096,0
104110,4
104131,4
104141,4
104173,4
104212,4
104216,1
104234,1
104243,4
104267,4
104279,3
104281,4
104287,4
104310,1
104314,4
104354,1
104365,1
104389,1
104398,4
104414,0
104420,1
104440,4
104536,1
104540,4
104602,4
104608,1
104610,1
104612,4
104624,4
104703,4
104709,4
104721,4
104723,4
104751,4
104769,4
104819,4
104929,4
104962,4
104991,4
105009,1
105014,1
105020,0
105056,4
105069,1
105070,4
105092,4
105117,1
105165,4
105216,4
105257,4
105258,4
105279,4
105331,4
105334,4
105354,4
105364,4
105365,1
105381,1
105417,4
105459,0
105513,4
105529,4
105539,4
105576,4
105581,4
105613,1
105648,4
105743,4
105758,1
105762,4
105774,1
105797,4
105846,4
105868,3
105870,4
105879,4
105900,3
105902,1
105925,1
105940,1
105986,4
106018,4
106028,4
106039,4
106049,3
106059,4
106079,1
106105,4
106165,4
106176,1
106199,1
106205,4
106230,0
106263,3
106275,1
106298,4
106355,4
106357,3
106390,1
106409,4
106429,4
106432,4
106463,4
106471,1
106499,4
106514,1
106544,4
106621,1
106652,4
106670,4
106689,4
106694,4
106705,4
106725,3
106739,4
106749,4
106777,1
106784,1
106788,4
106800,4
106803,4
106819,4
106841,4
106885,4
106896,0
106919,4
106944,4
106986,4
107019,4
107055,4
107064,4
107084,1
107159,1
107193,3
107197,1
107202,1
107272,0
107290,4
107298,4
107314,1
107355,1
107374,1
107383,0
107388,4
107394,4
107406,4
107422,4
107434,3
107435,0
107454,4
107461,0
107466,4
107480,4
107496,3
107510,4
107521,4
107524,1
107527,4
107539,4
107553,4
107555,1
107560,4
107562,4
107563,4
107573,4
107576,4
107606,1
107608,4
107610,4
107616,4
107627,1
107631,4
107692,4
107709,1
107720,1
107736,4
107745,1
107794,4
107810,4
107823,4
107831,4
107849,4
107859,3
107943,1
107946,4
107951,4
107954,4
107972,4
107975,0
107987,4
108012,4
108017,4
108038,1
108041,4
108088,4
108103,3
108105,4
108111,4
108160,4
108195,4
108207,4
108251,1
108305,4
108326,4
108497,4
108507,4
108551,4
108580,4
108601,4
108608,1
108645,4
108717,4
108757,4
108764,3
108772,1
108779,4
108786,3
108914,4
108920,4
108929,1
108947,4
108952,4
108979,4
108988,4
108991,4
108994,0
109011,4
109033,0
109074,4
109083,4
109098,4
109112,4
109124,4
109127,4
109132,1
109155,4
109180,0
109215,4
109255,4
109266,1
109282,0
109333,4
109361,4
109366,1
109380,1
109402,4
109404,4
109509,3
109529,4
109568,1
109595,4
109623,4
109630,4
109682,4
109715,4
109744,1
109772,4
109868,1
109946,1
110034,4
110063,4
110076,4
110109,4
110118,4
110121,0
110129,4
110139,4
110149,4
110178,4
110285,1
110306,4
110313,0
110339,1
110364,3
110370,3
110375,1
110388,4
110389,3
110404,1
110411,4
110429,1
110521,1
110538,0
110596,1
110619,4
110636,0
110676,4
110713,1
110719,3
110746,4
110789,1
110805,4
110808,1
110821,4
110837,4
110844,1
110887,1
111022,4
111038,0
111123,4
111125,4
111141,1
111142,4
111149,4
111175,4
111182,4
111223,4
111240,4
111245,4
111259,4
111274,0
111286,4
111298,4
111302,4
111312,4
111383,4
111398,4
111411,4
111428,4
111481,4
111484,1
111499,4
111514,1
111552,1
111597,4
111615,1
111622,1
111658,1
111660,4
111667,4
111681,0
111715,4
111725,4
111775,4
111791,1
111792,1
111793,4
111799,1
111804,4
111834,4
111858,4
111879,4
111882,1
111910,4
111924,4
111937,4
111979,4
112016,4
112072,4
112119,4
112122,1
112125,4
112148,4
112177,1
112188,4
112196,1
112229,0
112245,4
112254,4
112263,4
112282,4
112311,4
112314,1
112444,1
112518,4
112527,1
112592,4
112627,4
112628,4
112665,4
112674,4
112698,4
112700,4
112769,1
112814,4
112824,1
112826,4
112835,1
112843,4
112918,0
112997,1
113072,4
113102,4
113142,4
113168,4
113196,4
113267,4
113271,4
113279,0
113284,1
113289,1
113303,4
113305,4
113317,4
113373,4
113417,3
113418,4
113420,0
113444,4
113452,4
113457,4
113470,4
113475,4
113477,4
113483,4
113510,1
113512,4
113518,0
113539,4
113608,1
113609,1
113641,4
113692,4
113746,0
113761,0
113766,4
113779,3
113813,4
113845,4
113857,4
113858,4
113940,1
113944,4
113951,1
113965,4
113971,1
113975,4
113987,1
113992,0
113999,4
114029,4
114059,4
114117,4
114190,0
114191,0
114207,4
114236,4
114240,1
114256,1
114271,4
114294,0
114319,0
114329,4
114337,4
114457,4
114464,4
114517,1
114550,1
114570,4
114587,1
114588,0
114602,1
114620,4
114642,4
114682,4
114688,1
114696,4
114741,1
114772,1
114815,1
114893,4
114896,1
114957,1
115031,4
115033,4
115042,4
115051,4
115073,4
115091,0
115102,4
115106,1
115109,4
115126,1
115143,1
115163,1
115235,0
115275,4
115304,4
115314,1
115330,4
115339,4
115357,4
115384,4
115385,0
115389,4
115390,4
115399,1
115402,1
115426,4
115515,1
115526,4
115535,1
115541,1
115587,1
115597,4
115617,1
115659,1
115662,4
115675,1
115718,4
115736,4
115766,4
115787,4
115815,1
115824,1
115838,4
115840,4
115845,4
115858,1
115883,0
115886,0
115918,4
115938,4
115953,4
116011,4
116045,4
116061,4
116064,1
116118,1
116140,1
116201,1
116208,4
116214,4
116228,0
116239,4
116249,3
116417,4
116429,4
116517,4
116518,4
116527,4
116542,3
116551,4
116565,4
116582,4
116614,4
116638,1
116669,4
116692,4
116695,4
116719,4
116723,0
116751,4
116779,4
116780,4
116794,1
116817,4
116844,4
116873,4
116879,4
116896,1
116914,4
116927,4
116958,4
116964,4
116979,1
116998,1
117045,1
117085,3
117100,1
117135,4
117158,1
117164,3
117177,4
117192,4
117206,1
117214,4
117216,4
117217,4
117228,4
117235,0
117240,1
117265,4
117267,1
117319,4
117361,4
117424,4
117440,1
117492,4
117494,1
117503,1
117510,4
117528,3
117541,4
117576,4
117587,0
117597,4
117598,1
117621,4
117627,3
117641,1
117647,4
117722,1
117730,4
117743,1
117764,4
117775,3
117805,4
117813,4
117833,4
117858,4
117895,4
117909,4
117921,4
117929,4
118044,0
118048,4
118085,4
118119,0
118140,1
118141,4
118150,1
118184,1
118199,4
118260,3
118323,1
118348,0
118452,4
118493,4
118506,4
118590,4
118599,4
118638,1
118644,4
118650,4
118685,0
118700,4
118702,0
118777,4
118811,4
118831,4
118868,4
118935,1
118944,0
118949,0
118993,3
119009,1
119010,3
119014,1
119045,1
